PA,SZ,TOD,Hse,Time
Serangoon,Serangoon Garden,HDB 3-Room Flats,1990,2009
Serangoon,Serangoon Garden,HDB 4-Room Flats,3260,2009
Serangoon,Serangoon Garden,HDB 5-Room and Executive Flats,1210,2009
Serangoon,Serangoon Garden,HUDC Flats (excluding those privatised),240,2009
Serangoon,Serangoon Garden,Landed Properties,4320,2009
Serangoon,Serangoon Garden,Condominiums and Other Apartments,410,2009
Serangoon,Serangoon Garden,Others,150,2009
Serangoon,Serangoon North,HDB 1- and 2-Room Flats,0,2009
Serangoon,Serangoon North,HDB 3-Room Flats,0,2009
Serangoon,Serangoon North,HDB 4-Room Flats,1920,2009
Serangoon,Serangoon North,HDB 5-Room and Executive Flats,2740,2009
Serangoon,Serangoon North,HUDC Flats (excluding those privatised),0,2009
Serangoon,Serangoon North,Landed Properties,0,2009
Serangoon,Serangoon North,Condominiums and Other Apartments,0,2009
Serangoon,Serangoon North,Others,0,2009
Simpang,Pulau Seletar,HDB 1- and 2-Room Flats,0,2009
Simpang,Pulau Seletar,HDB 3-Room Flats,0,2009
Simpang,Pulau Seletar,HDB 4-Room Flats,0,2009
Simpang,Pulau Seletar,HDB 5-Room and Executive Flats,0,2009
Simpang,Pulau Seletar,HUDC Flats (excluding those privatised),0,2009
Simpang,Pulau Seletar,Landed Properties,0,2009
Simpang,Pulau Seletar,Condominiums and Other Apartments,0,2009
Simpang,Pulau Seletar,Others,0,2009
Simpang,Simpang North,HDB 1- and 2-Room Flats,0,2009
Simpang,Simpang North,HDB 3-Room Flats,0,2009
Simpang,Simpang North,HDB 4-Room Flats,0,2009
Simpang,Simpang North,HDB 5-Room and Executive Flats,0,2009
Simpang,Simpang North,HUDC Flats (excluding those privatised),0,2009
Simpang,Simpang North,Landed Properties,0,2009
Simpang,Simpang North,Condominiums and Other Apartments,0,2009
Simpang,Simpang North,Others,0,2009
Simpang,Simpang South,HDB 1- and 2-Room Flats,0,2009
Simpang,Simpang South,HDB 3-Room Flats,0,2009
Simpang,Simpang South,HDB 4-Room Flats,0,2009
Simpang,Simpang South,HDB 5-Room and Executive Flats,0,2009
Simpang,Simpang South,HUDC Flats (excluding those privatised),0,2009
Simpang,Simpang South,Landed Properties,0,2009
Simpang,Simpang South,Condominiums and Other Apartments,0,2009
Simpang,Simpang South,Others,0,2009
Simpang,Tanjong Irau,HDB 1- and 2-Room Flats,0,2009
Simpang,Tanjong Irau,HDB 3-Room Flats,0,2009
Simpang,Tanjong Irau,HDB 4-Room Flats,0,2009
Simpang,Tanjong Irau,HDB 5-Room and Executive Flats,0,2009
Simpang,Tanjong Irau,HUDC Flats (excluding those privatised),0,2009
Simpang,Tanjong Irau,Landed Properties,0,2009
Simpang,Tanjong Irau,Condominiums and Other Apartments,0,2009
Simpang,Tanjong Irau,Others,0,2009
Singapore River,Boat Quay,HDB 1- and 2-Room Flats,0,2009
Singapore River,Boat Quay,HDB 3-Room Flats,0,2009
Singapore River,Boat Quay,HDB 4-Room Flats,0,2009
Singapore River,Boat Quay,HDB 5-Room and Executive Flats,0,2009
Singapore River,Boat Quay,HUDC Flats (excluding those privatised),0,2009
Singapore River,Boat Quay,Landed Properties,0,2009
Singapore River,Boat Quay,Condominiums and Other Apartments,120,2009
Singapore River,Boat Quay,Others,10,2009
Singapore River,Clarke Quay,HDB 1- and 2-Room Flats,0,2009
Singapore River,Clarke Quay,HDB 3-Room Flats,0,2009
Singapore River,Clarke Quay,HDB 4-Room Flats,0,2009
Singapore River,Clarke Quay,HDB 5-Room and Executive Flats,0,2009
Singapore River,Clarke Quay,HUDC Flats (excluding those privatised),0,2009
Singapore River,Clarke Quay,Landed Properties,0,2009
Singapore River,Clarke Quay,Condominiums and Other Apartments,0,2009
Singapore River,Clarke Quay,Others,0,2009
Singapore River,Robertson Quay,HDB 1- and 2-Room Flats,0,2009
Singapore River,Robertson Quay,HDB 3-Room Flats,0,2009
Singapore River,Robertson Quay,HDB 4-Room Flats,0,2009
Singapore River,Robertson Quay,HDB 5-Room and Executive Flats,0,2009
Singapore River,Robertson Quay,HUDC Flats (excluding those privatised),0,2009
Singapore River,Robertson Quay,Landed Properties,0,2009
Singapore River,Robertson Quay,Condominiums and Other Apartments,2910,2009
Singapore River,Robertson Quay,Others,0,2009
Southern Islands,Sentosa,HDB 1- and 2-Room Flats,0,2009
Southern Islands,Sentosa,HDB 3-Room Flats,0,2009
Southern Islands,Sentosa,HDB 4-Room Flats,0,2009
Southern Islands,Sentosa,HDB 5-Room and Executive Flats,0,2009
Southern Islands,Sentosa,HUDC Flats (excluding those privatised),0,2009
Southern Islands,Sentosa,Landed Properties,180,2009
Southern Islands,Sentosa,Condominiums and Other Apartments,570,2009
Southern Islands,Sentosa,Others,0,2009
Southern Islands,Southern Group,HDB 1- and 2-Room Flats,0,2009
Southern Islands,Southern Group,HDB 3-Room Flats,0,2009
Southern Islands,Southern Group,HDB 4-Room Flats,0,2009
Southern Islands,Southern Group,HDB 5-Room and Executive Flats,0,2009
Southern Islands,Southern Group,HUDC Flats (excluding those privatised),0,2009
Southern Islands,Southern Group,Landed Properties,0,2009
Southern Islands,Southern Group,Condominiums and Other Apartments,0,2009
Southern Islands,Southern Group,Others,0,2009
Straits View,Straits View,HDB 1- and 2-Room Flats,0,2009
Straits View,Straits View,HDB 3-Room Flats,0,2009
Straits View,Straits View,HDB 4-Room Flats,0,2009
Straits View,Straits View,HDB 5-Room and Executive Flats,0,2009
Straits View,Straits View,HUDC Flats (excluding those privatised),0,2009
Straits View,Straits View,Landed Properties,0,2009
Straits View,Straits View,Condominiums and Other Apartments,0,2009
Straits View,Straits View,Others,0,2009
Sungei Kadut,Kranji,HDB 1- and 2-Room Flats,0,2009
Sungei Kadut,Kranji,HDB 3-Room Flats,0,2009
Sungei Kadut,Kranji,HDB 4-Room Flats,0,2009
Sungei Kadut,Kranji,HDB 5-Room and Executive Flats,0,2009
Sungei Kadut,Kranji,HUDC Flats (excluding those privatised),0,2009
Sungei Kadut,Kranji,Landed Properties,0,2009
Sungei Kadut,Kranji,Condominiums and Other Apartments,0,2009
Sungei Kadut,Kranji,Others,0,2009
Sungei Kadut,Mandai,HDB 1- and 2-Room Flats,0,2009
Sungei Kadut,Mandai,HDB 3-Room Flats,0,2009
Sungei Kadut,Mandai,HDB 4-Room Flats,0,2009
Sungei Kadut,Mandai,HDB 5-Room and Executive Flats,0,2009
Sungei Kadut,Mandai,HUDC Flats (excluding those privatised),0,2009
Sungei Kadut,Mandai,Landed Properties,0,2009
Sungei Kadut,Mandai,Condominiums and Other Apartments,0,2009
Sungei Kadut,Mandai,Others,0,2009
Sungei Kadut,Pang Sua,HDB 1- and 2-Room Flats,0,2009
Sungei Kadut,Pang Sua,HDB 3-Room Flats,0,2009
Sungei Kadut,Pang Sua,HDB 4-Room Flats,0,2009
Sungei Kadut,Pang Sua,HDB 5-Room and Executive Flats,0,2009
Sungei Kadut,Pang Sua,HUDC Flats (excluding those privatised),0,2009
Sungei Kadut,Pang Sua,Landed Properties,0,2009
Sungei Kadut,Pang Sua,Condominiums and Other Apartments,0,2009
Sungei Kadut,Pang Sua,Others,0,2009
Sungei Kadut,Reservoir View,HDB 1- and 2-Room Flats,0,2009
Sungei Kadut,Reservoir View,HDB 3-Room Flats,0,2009
Sungei Kadut,Reservoir View,HDB 4-Room Flats,0,2009
Sungei Kadut,Reservoir View,HDB 5-Room and Executive Flats,0,2009
Sungei Kadut,Reservoir View,HUDC Flats (excluding those privatised),0,2009
Sungei Kadut,Reservoir View,Landed Properties,0,2009
Sungei Kadut,Reservoir View,Condominiums and Other Apartments,0,2009
Sungei Kadut,Reservoir View,Others,0,2009
Sungei Kadut,Turf Club,HDB 1- and 2-Room Flats,0,2009
Sungei Kadut,Turf Club,HDB 3-Room Flats,0,2009
Sungei Kadut,Turf Club,HDB 4-Room Flats,0,2009
Sungei Kadut,Turf Club,HDB 5-Room and Executive Flats,0,2009
Sungei Kadut,Turf Club,HUDC Flats (excluding those privatised),0,2009
Sungei Kadut,Turf Club,Landed Properties,220,2009
Sungei Kadut,Turf Club,Condominiums and Other Apartments,0,2009
Sungei Kadut,Turf Club,Others,0,2009
Tampines,Simei,HDB 1- and 2-Room Flats,0,2009
Tampines,Simei,HDB 3-Room Flats,80,2009
Tampines,Simei,HDB 4-Room Flats,3610,2009
Tampines,Simei,HDB 5-Room and Executive Flats,3280,2009
Tampines,Simei,HUDC Flats (excluding those privatised),0,2009
Tampines,Simei,Landed Properties,1100,2009
Tampines,Simei,Condominiums and Other Apartments,4590,2009
Tampines,Simei,Others,0,2009
Tampines,Tampines East,HDB 1- and 2-Room Flats,280,2009
Tampines,Tampines East,HDB 3-Room Flats,8850,2009
Tampines,Tampines East,HDB 4-Room Flats,14140,2009
Tampines,Tampines East,HDB 5-Room and Executive Flats,12510,2009
Tampines,Tampines East,HUDC Flats (excluding those privatised),0,2009
Tampines,Tampines East,Landed Properties,0,2009
Tampines,Tampines East,Condominiums and Other Apartments,990,2009
Tampines,Tampines East,Others,280,2009
Tampines,Tampines North,HDB 1- and 2-Room Flats,0,2009
Tampines,Tampines North,HDB 3-Room Flats,0,2009
Tampines,Tampines North,HDB 4-Room Flats,0,2009
Tampines,Tampines North,HDB 5-Room and Executive Flats,0,2009
Tampines,Tampines North,HUDC Flats (excluding those privatised),0,2009
Tampines,Tampines North,Landed Properties,0,2009
Tampines,Tampines North,Condominiums and Other Apartments,0,2009
Tampines,Tampines North,Others,0,2009
Tampines,Tampines West,HDB 1- and 2-Room Flats,210,2009
Tampines,Tampines West,HDB 3-Room Flats,3340,2009
Tampines,Tampines West,HDB 4-Room Flats,9340,2009
Tampines,Tampines West,HDB 5-Room and Executive Flats,6460,2009
Tampines,Tampines West,HUDC Flats (excluding those privatised),0,2009
Tampines,Tampines West,Landed Properties,0,2009
Tampines,Tampines West,Condominiums and Other Apartments,860,2009
Tampines,Tampines West,Others,140,2009
Tampines,Xilin,HDB 1- and 2-Room Flats,0,2009
Tampines,Xilin,HDB 3-Room Flats,0,2009
Tampines,Xilin,HDB 4-Room Flats,0,2009
Tampines,Xilin,HDB 5-Room and Executive Flats,0,2009
Tampines,Xilin,HUDC Flats (excluding those privatised),0,2009
Tampines,Xilin,Landed Properties,120,2009
Tampines,Xilin,Condominiums and Other Apartments,690,2009
Tampines,Xilin,Others,0,2009
Tanglin,Chatsworth,HDB 1- and 2-Room Flats,0,2009
Tanglin,Chatsworth,HDB 3-Room Flats,0,2009
Tanglin,Chatsworth,HDB 4-Room Flats,0,2009
Tanglin,Chatsworth,HDB 5-Room and Executive Flats,0,2009
Tanglin,Chatsworth,HUDC Flats (excluding those privatised),0,2009
Tanglin,Chatsworth,Landed Properties,320,2009
Tanglin,Chatsworth,Condominiums and Other Apartments,3540,2009
Tanglin,Chatsworth,Others,80,2009
Tanglin,Nassim,HDB 1- and 2-Room Flats,0,2009
Tanglin,Nassim,HDB 3-Room Flats,0,2009
Tanglin,Nassim,HDB 4-Room Flats,0,2009
Tanglin,Nassim,HDB 5-Room and Executive Flats,0,2009
Tanglin,Nassim,HUDC Flats (excluding those privatised),0,2009
Tanglin,Nassim,Landed Properties,530,2009
Tanglin,Nassim,Condominiums and Other Apartments,3490,2009
Tanglin,Nassim,Others,0,2009
Tanglin,Ridout,HDB 1- and 2-Room Flats,0,2009
Tanglin,Ridout,HDB 3-Room Flats,0,2009
Tanglin,Ridout,HDB 4-Room Flats,0,2009
Tanglin,Ridout,HDB 5-Room and Executive Flats,0,2009
Tanglin,Ridout,HUDC Flats (excluding those privatised),0,2009
Tanglin,Ridout,Landed Properties,250,2009
Tanglin,Ridout,Condominiums and Other Apartments,440,2009
Tanglin,Ridout,Others,20,2009
Tanglin,Tyersall,HDB 1- and 2-Room Flats,0,2009
Tanglin,Tyersall,HDB 3-Room Flats,20,2009
Tanglin,Tyersall,HDB 4-Room Flats,70,2009
Tanglin,Tyersall,HDB 5-Room and Executive Flats,80,2009
Tanglin,Tyersall,HUDC Flats (excluding those privatised),0,2009
Tanglin,Tyersall,Landed Properties,300,2009
Tanglin,Tyersall,Condominiums and Other Apartments,1490,2009
Tanglin,Tyersall,Others,10,2009
Tengah,Tengah,HDB 1- and 2-Room Flats,0,2009
Tengah,Tengah,HDB 3-Room Flats,0,2009
Tengah,Tengah,HDB 4-Room Flats,0,2009
Tengah,Tengah,HDB 5-Room and Executive Flats,0,2009
Tengah,Tengah,HUDC Flats (excluding those privatised),0,2009
Tengah,Tengah,Landed Properties,0,2009
Tengah,Tengah,Condominiums and Other Apartments,0,2009
Tengah,Tengah,Others,0,2009
Toa Payoh,Bidadari,HDB 1- and 2-Room Flats,0,2009
Toa Payoh,Bidadari,HDB 3-Room Flats,0,2009
Toa Payoh,Bidadari,HDB 4-Room Flats,0,2009
Toa Payoh,Bidadari,HDB 5-Room and Executive Flats,0,2009
Toa Payoh,Bidadari,HUDC Flats (excluding those privatised),0,2009
Toa Payoh,Bidadari,Landed Properties,0,2009
Toa Payoh,Bidadari,Condominiums and Other Apartments,0,2009
Toa Payoh,Bidadari,Others,0,2009
Toa Payoh,Boon Teck,HDB 1- and 2-Room Flats,2430,2009
Toa Payoh,Boon Teck,HDB 3-Room Flats,2530,2009
Toa Payoh,Boon Teck,HDB 4-Room Flats,380,2009
Toa Payoh,Boon Teck,HDB 5-Room and Executive Flats,1010,2009
Toa Payoh,Boon Teck,HUDC Flats (excluding those privatised),0,2009
Toa Payoh,Boon Teck,Landed Properties,0,2009
Toa Payoh,Boon Teck,Condominiums and Other Apartments,0,2009
Toa Payoh,Boon Teck,Others,70,2009
Toa Payoh,Braddell,HDB 1- and 2-Room Flats,640,2009
Toa Payoh,Braddell,HDB 3-Room Flats,1700,2009
Toa Payoh,Braddell,HDB 4-Room Flats,650,2009
Toa Payoh,Braddell,HDB 5-Room and Executive Flats,720,2009
Toa Payoh,Braddell,HUDC Flats (excluding those privatised),0,2009
Toa Payoh,Braddell,Landed Properties,0,2009
Toa Payoh,Braddell,Condominiums and Other Apartments,0,2009
Toa Payoh,Braddell,Others,60,2009
Toa Payoh,Kallang,HDB 1- and 2-Room Flats,260,2009
Toa Payoh,Kallang,HDB 3-Room Flats,850,2009
Toa Payoh,Kallang,HDB 4-Room Flats,980,2009
Toa Payoh,Kallang,HDB 5-Room and Executive Flats,590,2009
Toa Payoh,Kallang,HUDC Flats (excluding those privatised),0,2009
Toa Payoh,Kallang,Landed Properties,0,2009
Toa Payoh,Kallang,Condominiums and Other Apartments,0,2009
Toa Payoh,Kallang,Others,30,2009
Toa Payoh,Kim Keat,HDB 1- and 2-Room Flats,0,2009
Toa Payoh,Kim Keat,HDB 3-Room Flats,1320,2009
Toa Payoh,Kim Keat,HDB 4-Room Flats,760,2009
Toa Payoh,Kim Keat,HDB 5-Room and Executive Flats,570,2009
Toa Payoh,Kim Keat,HUDC Flats (excluding those privatised),0,2009
Toa Payoh,Kim Keat,Landed Properties,0,2009
Toa Payoh,Kim Keat,Condominiums and Other Apartments,0,2009
Toa Payoh,Kim Keat,Others,20,2009
Toa Payoh,Marymount,HDB 1- and 2-Room Flats,160,2009
Toa Payoh,Marymount,HDB 3-Room Flats,2570,2009
Toa Payoh,Marymount,HDB 4-Room Flats,320,2009
Toa Payoh,Marymount,HDB 5-Room and Executive Flats,160,2009
Toa Payoh,Marymount,HUDC Flats (excluding those privatised),920,2009
Toa Payoh,Marymount,Landed Properties,0,2009
Toa Payoh,Marymount,Condominiums and Other Apartments,440,2009
Toa Payoh,Marymount,Others,100,2009
Toa Payoh,Paya Lebar,HDB 1- and 2-Room Flats,0,2009
Toa Payoh,Paya Lebar,HDB 3-Room Flats,370,2009
Toa Payoh,Paya Lebar,HDB 4-Room Flats,520,2009
Toa Payoh,Paya Lebar,HDB 5-Room and Executive Flats,570,2009
Toa Payoh,Paya Lebar,HUDC Flats (excluding those privatised),0,2009
Toa Payoh,Paya Lebar,Landed Properties,500,2009
Toa Payoh,Paya Lebar,Condominiums and Other Apartments,20,2009
Toa Payoh,Paya Lebar,Others,80,2009
Toa Payoh,Pei Chun,HDB 1- and 2-Room Flats,260,2009
Toa Payoh,Pei Chun,HDB 3-Room Flats,2160,2009
Toa Payoh,Pei Chun,HDB 4-Room Flats,890,2009
Toa Payoh,Pei Chun,HDB 5-Room and Executive Flats,610,2009
Toa Payoh,Pei Chun,HUDC Flats (excluding those privatised),0,2009
Toa Payoh,Pei Chun,Landed Properties,0,2009
Toa Payoh,Pei Chun,Condominiums and Other Apartments,0,2009
Toa Payoh,Pei Chun,Others,70,2009
Toa Payoh,Potong Pasir,HDB 1- and 2-Room Flats,0,2009
Toa Payoh,Potong Pasir,HDB 3-Room Flats,2170,2009
Toa Payoh,Potong Pasir,HDB 4-Room Flats,1220,2009
Toa Payoh,Potong Pasir,HDB 5-Room and Executive Flats,310,2009
Toa Payoh,Potong Pasir,HUDC Flats (excluding those privatised),180,2009
Toa Payoh,Potong Pasir,Landed Properties,30,2009
Toa Payoh,Potong Pasir,Condominiums and Other Apartments,410,2009
Toa Payoh,Potong Pasir,Others,60,2009
Toa Payoh,Sennett,HDB 1- and 2-Room Flats,0,2009
Toa Payoh,Sennett,HDB 3-Room Flats,0,2009
Toa Payoh,Sennett,HDB 4-Room Flats,0,2009
Toa Payoh,Sennett,HDB 5-Room and Executive Flats,0,2009
Toa Payoh,Sennett,HUDC Flats (excluding those privatised),0,2009
Toa Payoh,Sennett,Landed Properties,1210,2009
Toa Payoh,Sennett,Condominiums and Other Apartments,110,2009
Toa Payoh,Sennett,Others,70,2009
Toa Payoh,Toa Payoh Central,HDB 1- and 2-Room Flats,1200,2009
Toa Payoh,Toa Payoh Central,HDB 3-Room Flats,2130,2009
Toa Payoh,Toa Payoh Central,HDB 4-Room Flats,3580,2009
Toa Payoh,Toa Payoh Central,HDB 5-Room and Executive Flats,1520,2009
Toa Payoh,Toa Payoh Central,HUDC Flats (excluding those privatised),0,2009
Toa Payoh,Toa Payoh Central,Landed Properties,0,2009
Toa Payoh,Toa Payoh Central,Condominiums and Other Apartments,700,2009
Toa Payoh,Toa Payoh Central,Others,160,2009
Toa Payoh,Woodleigh,HDB 1- and 2-Room Flats,0,2009
Toa Payoh,Woodleigh,HDB 3-Room Flats,0,2009
Toa Payoh,Woodleigh,HDB 4-Room Flats,0,2009
Toa Payoh,Woodleigh,HDB 5-Room and Executive Flats,0,2009
Toa Payoh,Woodleigh,HUDC Flats (excluding those privatised),0,2009
Toa Payoh,Woodleigh,Landed Properties,80,2009
Toa Payoh,Woodleigh,Condominiums and Other Apartments,590,2009
Toa Payoh,Woodleigh,Others,0,2009
Tuas,Pioneer,HDB 1- and 2-Room Flats,0,2009
Tuas,Pioneer,HDB 3-Room Flats,0,2009
Tuas,Pioneer,HDB 4-Room Flats,0,2009
Tuas,Pioneer,HDB 5-Room and Executive Flats,0,2009
Tuas,Pioneer,HUDC Flats (excluding those privatised),0,2009
Tuas,Pioneer,Landed Properties,0,2009
Tuas,Pioneer,Condominiums and Other Apartments,0,2009
Tuas,Pioneer,Others,0,2009
Tuas,Tengeh,HDB 1- and 2-Room Flats,0,2009
Tuas,Tengeh,HDB 3-Room Flats,0,2009
Tuas,Tengeh,HDB 4-Room Flats,0,2009
Tuas,Tengeh,HDB 5-Room and Executive Flats,0,2009
Tuas,Tengeh,HUDC Flats (excluding those privatised),0,2009
Tuas,Tengeh,Landed Properties,0,2009
Tuas,Tengeh,Condominiums and Other Apartments,0,2009
Tuas,Tengeh,Others,0,2009
Tuas,Tuas Bay,HDB 1- and 2-Room Flats,0,2009
Tuas,Tuas Bay,HDB 3-Room Flats,0,2009
Tuas,Tuas Bay,HDB 4-Room Flats,0,2009
Tuas,Tuas Bay,HDB 5-Room and Executive Flats,0,2009
Tuas,Tuas Bay,HUDC Flats (excluding those privatised),0,2009
Tuas,Tuas Bay,Landed Properties,0,2009
Tuas,Tuas Bay,Condominiums and Other Apartments,0,2009
Tuas,Tuas Bay,Others,0,2009
Tuas,Tuas Coast,HDB 1- and 2-Room Flats,0,2009
Tuas,Tuas Coast,HDB 3-Room Flats,0,2009
Tuas,Tuas Coast,HDB 4-Room Flats,0,2009
Tuas,Tuas Coast,HDB 5-Room and Executive Flats,0,2009
Tuas,Tuas Coast,HUDC Flats (excluding those privatised),0,2009
Tuas,Tuas Coast,Landed Properties,0,2009
Tuas,Tuas Coast,Condominiums and Other Apartments,0,2009
Tuas,Tuas Coast,Others,0,2009
Tuas,Tuas Promenade,HDB 1- and 2-Room Flats,0,2009
Tuas,Tuas Promenade,HDB 3-Room Flats,0,2009
Tuas,Tuas Promenade,HDB 4-Room Flats,0,2009
Tuas,Tuas Promenade,HDB 5-Room and Executive Flats,0,2009
Tuas,Tuas Promenade,HUDC Flats (excluding those privatised),0,2009
Tuas,Tuas Promenade,Landed Properties,0,2009
Tuas,Tuas Promenade,Condominiums and Other Apartments,0,2009
Tuas,Tuas Promenade,Others,0,2009
Tuas,Tuas View,HDB 1- and 2-Room Flats,0,2009
Tuas,Tuas View,HDB 3-Room Flats,0,2009
Tuas,Tuas View,HDB 4-Room Flats,0,2009
Tuas,Tuas View,HDB 5-Room and Executive Flats,0,2009
Tuas,Tuas View,HUDC Flats (excluding those privatised),0,2009
Tuas,Tuas View,Landed Properties,0,2009
Tuas,Tuas View,Condominiums and Other Apartments,0,2009
Tuas,Tuas View,Others,0,2009
Western Islands,Bukum,HDB 1- and 2-Room Flats,0,2009
Western Islands,Bukum,HDB 3-Room Flats,0,2009
Western Islands,Bukum,HDB 4-Room Flats,0,2009
Western Islands,Bukum,HDB 5-Room and Executive Flats,0,2009
Western Islands,Bukum,HUDC Flats (excluding those privatised),0,2009
Western Islands,Bukum,Landed Properties,0,2009
Western Islands,Bukum,Condominiums and Other Apartments,0,2009
Western Islands,Bukum,Others,0,2009
Western Islands,Jurong Island,HDB 1- and 2-Room Flats,0,2009
Western Islands,Jurong Island,HDB 3-Room Flats,0,2009
Western Islands,Jurong Island,HDB 4-Room Flats,0,2009
Western Islands,Jurong Island,HDB 5-Room and Executive Flats,0,2009
Western Islands,Jurong Island,HUDC Flats (excluding those privatised),0,2009
Western Islands,Jurong Island,Landed Properties,0,2009
Western Islands,Jurong Island,Condominiums and Other Apartments,0,2009
Western Islands,Jurong Island,Others,0,2009
Western Islands,Sudong,HDB 1- and 2-Room Flats,0,2009
Western Islands,Sudong,HDB 3-Room Flats,0,2009
Western Islands,Sudong,HDB 4-Room Flats,0,2009
Western Islands,Sudong,HDB 5-Room and Executive Flats,0,2009
Western Islands,Sudong,HUDC Flats (excluding those privatised),0,2009
Western Islands,Sudong,Landed Properties,0,2009
Western Islands,Sudong,Condominiums and Other Apartments,0,2009
Western Islands,Sudong,Others,0,2009
Western Water Catchment,Western Water Catchment,HDB 1- and 2-Room Flats,0,2009
Western Water Catchment,Western Water Catchment,HDB 3-Room Flats,0,2009
Western Water Catchment,Western Water Catchment,HDB 4-Room Flats,0,2009
Western Water Catchment,Western Water Catchment,HDB 5-Room and Executive Flats,0,2009
Western Water Catchment,Western Water Catchment,HUDC Flats (excluding those privatised),0,2009
Western Water Catchment,Western Water Catchment,Landed Properties,0,2009
Western Water Catchment,Western Water Catchment,Condominiums and Other Apartments,0,2009
Western Water Catchment,Western Water Catchment,Others,0,2009
Woodlands,Greenwood Park,HDB 1- and 2-Room Flats,0,2009
Woodlands,Greenwood Park,HDB 3-Room Flats,0,2009
Woodlands,Greenwood Park,HDB 4-Room Flats,0,2009
Woodlands,Greenwood Park,HDB 5-Room and Executive Flats,0,2009
Woodlands,Greenwood Park,HUDC Flats (excluding those privatised),0,2009
Woodlands,Greenwood Park,Landed Properties,0,2009
Woodlands,Greenwood Park,Condominiums and Other Apartments,0,2009
Woodlands,Greenwood Park,Others,0,2009
Woodlands,Midview,HDB 1- and 2-Room Flats,180,2009
Woodlands,Midview,HDB 3-Room Flats,180,2009
Woodlands,Midview,HDB 4-Room Flats,3540,2009
Woodlands,Midview,HDB 5-Room and Executive Flats,4220,2009
Woodlands,Midview,HUDC Flats (excluding those privatised),0,2009
Woodlands,Midview,Landed Properties,0,2009
Woodlands,Midview,Condominiums and Other Apartments,0,2009
Woodlands,Midview,Others,0,2009
Woodlands,North Coast,HDB 1- and 2-Room Flats,60,2009
Woodlands,North Coast,HDB 3-Room Flats,1860,2009
Woodlands,North Coast,HDB 4-Room Flats,1520,2009
Woodlands,North Coast,HDB 5-Room and Executive Flats,600,2009
Woodlands,North Coast,HUDC Flats (excluding those privatised),0,2009
Woodlands,North Coast,Landed Properties,10,2009
Woodlands,North Coast,Condominiums and Other Apartments,0,2009
Woodlands,North Coast,Others,60,2009
Woodlands,Senoko West,HDB 1- and 2-Room Flats,0,2009
Woodlands,Senoko West,HDB 3-Room Flats,0,2009
Woodlands,Senoko West,HDB 4-Room Flats,0,2009
Woodlands,Senoko West,HDB 5-Room and Executive Flats,0,2009
Woodlands,Senoko West,HUDC Flats (excluding those privatised),0,2009
Woodlands,Senoko West,Landed Properties,0,2009
Woodlands,Senoko West,Condominiums and Other Apartments,0,2009
Woodlands,Senoko West,Others,0,2009
Woodlands,Woodgrove,HDB 1- and 2-Room Flats,0,2009
Woodlands,Woodgrove,HDB 3-Room Flats,630,2009
Woodlands,Woodgrove,HDB 4-Room Flats,3390,2009
Woodlands,Woodgrove,HDB 5-Room and Executive Flats,3260,2009
Woodlands,Woodgrove,HUDC Flats (excluding those privatised),0,2009
Woodlands,Woodgrove,Landed Properties,310,2009
Woodlands,Woodgrove,Condominiums and Other Apartments,1240,2009
Woodlands,Woodgrove,Others,60,2009
Woodlands,Woodlands East,HDB 1- and 2-Room Flats,0,2009
Woodlands,Woodlands East,HDB 3-Room Flats,0,2009
Woodlands,Woodlands East,HDB 4-Room Flats,11790,2009
Woodlands,Woodlands East,HDB 5-Room and Executive Flats,10490,2009
Woodlands,Woodlands East,HUDC Flats (excluding those privatised),0,2009
Woodlands,Woodlands East,Landed Properties,0,2009
Woodlands,Woodlands East,Condominiums and Other Apartments,1420,2009
Woodlands,Woodlands East,Others,0,2009
Woodlands,Woodlands Regional Centre,HDB 1- and 2-Room Flats,0,2009
Woodlands,Woodlands Regional Centre,HDB 3-Room Flats,0,2009
Woodlands,Woodlands Regional Centre,HDB 4-Room Flats,0,2009
Woodlands,Woodlands Regional Centre,HDB 5-Room and Executive Flats,0,2009
Woodlands,Woodlands Regional Centre,HUDC Flats (excluding those privatised),0,2009
Woodlands,Woodlands Regional Centre,Landed Properties,0,2009
Woodlands,Woodlands Regional Centre,Condominiums and Other Apartments,0,2009
Woodlands,Woodlands Regional Centre,Others,0,2009
Woodlands,Woodlands South,HDB 1- and 2-Room Flats,0,2009
Woodlands,Woodlands South,HDB 3-Room Flats,0,2009
Woodlands,Woodlands South,HDB 4-Room Flats,3140,2009
Woodlands,Woodlands South,HDB 5-Room and Executive Flats,4540,2009
Woodlands,Woodlands South,HUDC Flats (excluding those privatised),0,2009
Woodlands,Woodlands South,Landed Properties,0,2009
Woodlands,Woodlands South,Condominiums and Other Apartments,440,2009
Woodlands,Woodlands South,Others,0,2009
Woodlands,Woodlands West,HDB 1- and 2-Room Flats,1130,2009
Woodlands,Woodlands West,HDB 3-Room Flats,2790,2009
Woodlands,Woodlands West,HDB 4-Room Flats,2620,2009
Woodlands,Woodlands West,HDB 5-Room and Executive Flats,2090,2009
Woodlands,Woodlands West,HUDC Flats (excluding those privatised),0,2009
Woodlands,Woodlands West,Landed Properties,0,2009
Woodlands,Woodlands West,Condominiums and Other Apartments,0,2009
Woodlands,Woodlands West,Others,100,2009
Yishun,Khatib,HDB 1- and 2-Room Flats,0,2009
Yishun,Khatib,HDB 3-Room Flats,710,2009
