PA,SZ,TOD,Hse,Time
Yishun,Khatib,HDB 4-Room Flats,1310,2009
Yishun,Khatib,HDB 5-Room and Executive Flats,1150,2009
Yishun,Khatib,HUDC Flats (excluding those privatised),0,2009
Yishun,Khatib,Landed Properties,0,2009
Yishun,Khatib,Condominiums and Other Apartments,0,2009
Yishun,Khatib,Others,10,2009
Yishun,Lower Seletar,HDB 1- and 2-Room Flats,0,2009
Yishun,Lower Seletar,HDB 3-Room Flats,0,2009
Yishun,Lower Seletar,HDB 4-Room Flats,0,2009
Yishun,Lower Seletar,HDB 5-Room and Executive Flats,0,2009
Yishun,Lower Seletar,HUDC Flats (excluding those privatised),0,2009
Yishun,Lower Seletar,Landed Properties,250,2009
Yishun,Lower Seletar,Condominiums and Other Apartments,0,2009
Yishun,Lower Seletar,Others,0,2009
Yishun,Nee Soon,HDB 1- and 2-Room Flats,0,2009
Yishun,Nee Soon,HDB 3-Room Flats,0,2009
Yishun,Nee Soon,HDB 4-Room Flats,0,2009
Yishun,Nee Soon,HDB 5-Room and Executive Flats,0,2009
Yishun,Nee Soon,HUDC Flats (excluding those privatised),0,2009
Yishun,Nee Soon,Landed Properties,150,2009
Yishun,Nee Soon,Condominiums and Other Apartments,160,2009
Yishun,Nee Soon,Others,0,2009
Yishun,Northland,HDB 1- and 2-Room Flats,0,2009
Yishun,Northland,HDB 3-Room Flats,2640,2009
Yishun,Northland,HDB 4-Room Flats,4490,2009
Yishun,Northland,HDB 5-Room and Executive Flats,1610,2009
Yishun,Northland,HUDC Flats (excluding those privatised),0,2009
Yishun,Northland,Landed Properties,0,2009
Yishun,Northland,Condominiums and Other Apartments,0,2009
Yishun,Northland,Others,90,2009
Yishun,Springleaf,HDB 1- and 2-Room Flats,0,2009
Yishun,Springleaf,HDB 3-Room Flats,0,2009
Yishun,Springleaf,HDB 4-Room Flats,0,2009
Yishun,Springleaf,HDB 5-Room and Executive Flats,0,2009
Yishun,Springleaf,HUDC Flats (excluding those privatised),0,2009
Yishun,Springleaf,Landed Properties,960,2009
Yishun,Springleaf,Condominiums and Other Apartments,40,2009
Yishun,Springleaf,Others,40,2009
Yishun,Yishun Central,HDB 1- and 2-Room Flats,0,2009
Yishun,Yishun Central,HDB 3-Room Flats,10,2009
Yishun,Yishun Central,HDB 4-Room Flats,220,2009
Yishun,Yishun Central,HDB 5-Room and Executive Flats,180,2009
Yishun,Yishun Central,HUDC Flats (excluding those privatised),0,2009
Yishun,Yishun Central,Landed Properties,0,2009
Yishun,Yishun Central,Condominiums and Other Apartments,0,2009
Yishun,Yishun Central,Others,30,2009
Yishun,Yishun East,HDB 1- and 2-Room Flats,0,2009
Yishun,Yishun East,HDB 3-Room Flats,1060,2009
Yishun,Yishun East,HDB 4-Room Flats,4870,2009
Yishun,Yishun East,HDB 5-Room and Executive Flats,2160,2009
Yishun,Yishun East,HUDC Flats (excluding those privatised),0,2009
Yishun,Yishun East,Landed Properties,0,2009
Yishun,Yishun East,Condominiums and Other Apartments,320,2009
Yishun,Yishun East,Others,30,2009
Yishun,Yishun South,HDB 1- and 2-Room Flats,0,2009
Yishun,Yishun South,HDB 3-Room Flats,1460,2009
Yishun,Yishun South,HDB 4-Room Flats,5450,2009
Yishun,Yishun South,HDB 5-Room and Executive Flats,3210,2009
Yishun,Yishun South,HUDC Flats (excluding those privatised),0,2009
Yishun,Yishun South,Landed Properties,0,2009
Yishun,Yishun South,Condominiums and Other Apartments,620,2009
Yishun,Yishun South,Others,70,2009
Yishun,Yishun West,HDB 1- and 2-Room Flats,200,2009
Yishun,Yishun West,HDB 3-Room Flats,7210,2009
Yishun,Yishun West,HDB 4-Room Flats,6970,2009
Yishun,Yishun West,HDB 5-Room and Executive Flats,1720,2009
Yishun,Yishun West,HUDC Flats (excluding those privatised),0,2009
Yishun,Yishun West,Landed Properties,0,2009
Yishun,Yishun West,Condominiums and Other Apartments,820,2009
Yishun,Yishun West,Others,250,2009
Ang Mo Kio,Cheng San,HDB 1- and 2-Room Flats,320,2010
Ang Mo Kio,Cheng San,HDB 3-Room Flats,5700,2010
Ang Mo Kio,Cheng San,HDB 4-Room Flats,2460,2010
Ang Mo Kio,Cheng San,HDB 5-Room and Executive Flats,1090,2010
Ang Mo Kio,Cheng San,HUDC Flats (excluding those privatised),0,2010
Ang Mo Kio,Cheng San,Landed Properties,0,2010
Ang Mo Kio,Cheng San,Condominiums and Other Apartments,0,2010
Ang Mo Kio,Cheng San,Others,130,2010
Ang Mo Kio,Chong Boon,HDB 1- and 2-Room Flats,700,2010
Ang Mo Kio,Chong Boon,HDB 3-Room Flats,5090,2010
Ang Mo Kio,Chong Boon,HDB 4-Room Flats,2590,2010
Ang Mo Kio,Chong Boon,HDB 5-Room and Executive Flats,980,2010
Ang Mo Kio,Chong Boon,HUDC Flats (excluding those privatised),0,2010
Ang Mo Kio,Chong Boon,Landed Properties,0,2010
Ang Mo Kio,Chong Boon,Condominiums and Other Apartments,0,2010
Ang Mo Kio,Chong Boon,Others,180,2010
Ang Mo Kio,Kebun Bahru,HDB 1- and 2-Room Flats,950,2010
Ang Mo Kio,Kebun Bahru,HDB 3-Room Flats,4480,2010
Ang Mo Kio,Kebun Bahru,HDB 4-Room Flats,1890,2010
Ang Mo Kio,Kebun Bahru,HDB 5-Room and Executive Flats,630,2010
Ang Mo Kio,Kebun Bahru,HUDC Flats (excluding those privatised),0,2010
Ang Mo Kio,Kebun Bahru,Landed Properties,330,2010
Ang Mo Kio,Kebun Bahru,Condominiums and Other Apartments,0,2010
Ang Mo Kio,Kebun Bahru,Others,140,2010
Ang Mo Kio,Seletar,HDB 1- and 2-Room Flats,0,2010
Ang Mo Kio,Seletar,HDB 3-Room Flats,0,2010
Ang Mo Kio,Seletar,HDB 4-Room Flats,0,2010
Ang Mo Kio,Seletar,HDB 5-Room and Executive Flats,0,2010
Ang Mo Kio,Seletar,HUDC Flats (excluding those privatised),0,2010
Ang Mo Kio,Seletar,Landed Properties,0,2010
Ang Mo Kio,Seletar,Condominiums and Other Apartments,0,2010
Ang Mo Kio,Seletar,Others,0,2010
Ang Mo Kio,Sembawang Hills,HDB 1- and 2-Room Flats,0,2010
Ang Mo Kio,Sembawang Hills,HDB 3-Room Flats,0,2010
Ang Mo Kio,Sembawang Hills,HDB 4-Room Flats,0,2010
Ang Mo Kio,Sembawang Hills,HDB 5-Room and Executive Flats,0,2010
Ang Mo Kio,Sembawang Hills,HUDC Flats (excluding those privatised),0,2010
Ang Mo Kio,Sembawang Hills,Landed Properties,1850,2010
Ang Mo Kio,Sembawang Hills,Condominiums and Other Apartments,70,2010
Ang Mo Kio,Sembawang Hills,Others,40,2010
Ang Mo Kio,Shangri-La,HDB 1- and 2-Room Flats,1290,2010
Ang Mo Kio,Shangri-La,HDB 3-Room Flats,3360,2010
Ang Mo Kio,Shangri-La,HDB 4-Room Flats,1650,2010
Ang Mo Kio,Shangri-La,HDB 5-Room and Executive Flats,570,2010
Ang Mo Kio,Shangri-La,HUDC Flats (excluding those privatised),0,2010
Ang Mo Kio,Shangri-La,Landed Properties,70,2010
Ang Mo Kio,Shangri-La,Condominiums and Other Apartments,0,2010
Ang Mo Kio,Shangri-La,Others,90,2010
Ang Mo Kio,Sindo,HDB 1- and 2-Room Flats,0,2010
Ang Mo Kio,Sindo,HDB 3-Room Flats,0,2010
Ang Mo Kio,Sindo,HDB 4-Room Flats,0,2010
Ang Mo Kio,Sindo,HDB 5-Room and Executive Flats,0,2010
Ang Mo Kio,Sindo,HUDC Flats (excluding those privatised),0,2010
Ang Mo Kio,Sindo,Landed Properties,1410,2010
Ang Mo Kio,Sindo,Condominiums and Other Apartments,590,2010
Ang Mo Kio,Sindo,Others,10,2010
Ang Mo Kio,Town Centre,HDB 1- and 2-Room Flats,0,2010
Ang Mo Kio,Town Centre,HDB 3-Room Flats,170,2010
Ang Mo Kio,Town Centre,HDB 4-Room Flats,220,2010
Ang Mo Kio,Town Centre,HDB 5-Room and Executive Flats,580,2010
Ang Mo Kio,Town Centre,HUDC Flats (excluding those privatised),0,2010
Ang Mo Kio,Town Centre,Landed Properties,0,2010
Ang Mo Kio,Town Centre,Condominiums and Other Apartments,580,2010
Ang Mo Kio,Town Centre,Others,120,2010
Ang Mo Kio,Townsville,HDB 1- and 2-Room Flats,590,2010
Ang Mo Kio,Townsville,HDB 3-Room Flats,2570,2010
Ang Mo Kio,Townsville,HDB 4-Room Flats,2590,2010
Ang Mo Kio,Townsville,HDB 5-Room and Executive Flats,990,2010
Ang Mo Kio,Townsville,HUDC Flats (excluding those privatised),0,2010
Ang Mo Kio,Townsville,Landed Properties,0,2010
Ang Mo Kio,Townsville,Condominiums and Other Apartments,0,2010
Ang Mo Kio,Townsville,Others,70,2010
Ang Mo Kio,Yio Chu Kang,HDB 1- and 2-Room Flats,1020,2010
Ang Mo Kio,Yio Chu Kang,HDB 3-Room Flats,3120,2010
Ang Mo Kio,Yio Chu Kang,HDB 4-Room Flats,1630,2010
Ang Mo Kio,Yio Chu Kang,HDB 5-Room and Executive Flats,900,2010
Ang Mo Kio,Yio Chu Kang,HUDC Flats (excluding those privatised),0,2010
Ang Mo Kio,Yio Chu Kang,Landed Properties,660,2010
Ang Mo Kio,Yio Chu Kang,Condominiums and Other Apartments,2610,2010
Ang Mo Kio,Yio Chu Kang,Others,70,2010
Bedok,Bayshore,HDB 1- and 2-Room Flats,0,2010
Bedok,Bayshore,HDB 3-Room Flats,0,2010
Bedok,Bayshore,HDB 4-Room Flats,0,2010
Bedok,Bayshore,HDB 5-Room and Executive Flats,0,2010
Bedok,Bayshore,HUDC Flats (excluding those privatised),0,2010
Bedok,Bayshore,Landed Properties,130,2010
Bedok,Bayshore,Condominiums and Other Apartments,3750,2010
Bedok,Bayshore,Others,0,2010
Bedok,Bedok North,HDB 1- and 2-Room Flats,1560,2010
Bedok,Bedok North,HDB 3-Room Flats,12670,2010
Bedok,Bedok North,HDB 4-Room Flats,7490,2010
Bedok,Bedok North,HDB 5-Room and Executive Flats,3050,2010
Bedok,Bedok North,HUDC Flats (excluding those privatised),0,2010
Bedok,Bedok North,Landed Properties,1260,2010
Bedok,Bedok North,Condominiums and Other Apartments,1710,2010
Bedok,Bedok North,Others,560,2010
Bedok,Bedok Reservoir,HDB 1- and 2-Room Flats,0,2010
Bedok,Bedok Reservoir,HDB 3-Room Flats,1070,2010
Bedok,Bedok Reservoir,HDB 4-Room Flats,2410,2010
Bedok,Bedok Reservoir,HDB 5-Room and Executive Flats,1720,2010
Bedok,Bedok Reservoir,HUDC Flats (excluding those privatised),0,2010
Bedok,Bedok Reservoir,Landed Properties,0,2010
Bedok,Bedok Reservoir,Condominiums and Other Apartments,1370,2010
Bedok,Bedok Reservoir,Others,60,2010
Bedok,Bedok South,HDB 1- and 2-Room Flats,720,2010
Bedok,Bedok South,HDB 3-Room Flats,3720,2010
Bedok,Bedok South,HDB 4-Room Flats,4460,2010
Bedok,Bedok South,HDB 5-Room and Executive Flats,2110,2010
Bedok,Bedok South,HUDC Flats (excluding those privatised),0,2010
Bedok,Bedok South,Landed Properties,3050,2010
Bedok,Bedok South,Condominiums and Other Apartments,2100,2010
Bedok,Bedok South,Others,170,2010
Bedok,Frankel,HDB 1- and 2-Room Flats,120,2010
Bedok,Frankel,HDB 3-Room Flats,0,2010
Bedok,Frankel,HDB 4-Room Flats,0,2010
Bedok,Frankel,HDB 5-Room and Executive Flats,0,2010
Bedok,Frankel,HUDC Flats (excluding those privatised),0,2010
Bedok,Frankel,Landed Properties,5370,2010
Bedok,Frankel,Condominiums and Other Apartments,5260,2010
Bedok,Frankel,Others,310,2010
Bedok,Kaki Bukit,HDB 1- and 2-Room Flats,160,2010
Bedok,Kaki Bukit,HDB 3-Room Flats,2390,2010
Bedok,Kaki Bukit,HDB 4-Room Flats,4350,2010
Bedok,Kaki Bukit,HDB 5-Room and Executive Flats,4030,2010
Bedok,Kaki Bukit,HUDC Flats (excluding those privatised),0,2010
Bedok,Kaki Bukit,Landed Properties,200,2010
Bedok,Kaki Bukit,Condominiums and Other Apartments,140,2010
Bedok,Kaki Bukit,Others,100,2010
Bedok,Kembangan,HDB 1- and 2-Room Flats,1660,2010
Bedok,Kembangan,HDB 3-Room Flats,2740,2010
Bedok,Kembangan,HDB 4-Room Flats,1530,2010
Bedok,Kembangan,HDB 5-Room and Executive Flats,1990,2010
Bedok,Kembangan,HUDC Flats (excluding those privatised),0,2010
Bedok,Kembangan,Landed Properties,2110,2010
Bedok,Kembangan,Condominiums and Other Apartments,2000,2010
Bedok,Kembangan,Others,180,2010
Bedok,Siglap,HDB 1- and 2-Room Flats,0,2010
Bedok,Siglap,HDB 3-Room Flats,0,2010
Bedok,Siglap,HDB 4-Room Flats,0,2010
Bedok,Siglap,HDB 5-Room and Executive Flats,0,2010
Bedok,Siglap,HUDC Flats (excluding those privatised),0,2010
Bedok,Siglap,Landed Properties,0,2010
Bedok,Siglap,Condominiums and Other Apartments,2750,2010
Bedok,Siglap,Others,0,2010
Bishan,Bishan East,HDB 1- and 2-Room Flats,180,2010
Bishan,Bishan East,HDB 3-Room Flats,920,2010
Bishan,Bishan East,HDB 4-Room Flats,3600,2010
Bishan,Bishan East,HDB 5-Room and Executive Flats,3590,2010
Bishan,Bishan East,HUDC Flats (excluding those privatised),0,2010
Bishan,Bishan East,Landed Properties,0,2010
Bishan,Bishan East,Condominiums and Other Apartments,380,2010
Bishan,Bishan East,Others,50,2010
Bishan,Marymount,HDB 1- and 2-Room Flats,0,2010
Bishan,Marymount,HDB 3-Room Flats,0,2010
Bishan,Marymount,HDB 4-Room Flats,4220,2010
Bishan,Marymount,HDB 5-Room and Executive Flats,2160,2010
Bishan,Marymount,HUDC Flats (excluding those privatised),0,2010
Bishan,Marymount,Landed Properties,780,2010
Bishan,Marymount,Condominiums and Other Apartments,840,2010
Bishan,Marymount,Others,40,2010
Bishan,Upper Thomson,HDB 1- and 2-Room Flats,400,2010
Bishan,Upper Thomson,HDB 3-Room Flats,1440,2010
Bishan,Upper Thomson,HDB 4-Room Flats,1380,2010
Bishan,Upper Thomson,HDB 5-Room and Executive Flats,1300,2010
Bishan,Upper Thomson,HUDC Flats (excluding those privatised),360,2010
Bishan,Upper Thomson,Landed Properties,2290,2010
Bishan,Upper Thomson,Condominiums and Other Apartments,2640,2010
Bishan,Upper Thomson,Others,60,2010
Boon Lay,Liu Fang,HDB 1- and 2-Room Flats,0,2010
Boon Lay,Liu Fang,HDB 3-Room Flats,0,2010
Boon Lay,Liu Fang,HDB 4-Room Flats,0,2010
Boon Lay,Liu Fang,HDB 5-Room and Executive Flats,0,2010
Boon Lay,Liu Fang,HUDC Flats (excluding those privatised),0,2010
Boon Lay,Liu Fang,Landed Properties,0,2010
Boon Lay,Liu Fang,Condominiums and Other Apartments,0,2010
Boon Lay,Liu Fang,Others,0,2010
Boon Lay,Samulun,HDB 1- and 2-Room Flats,0,2010
Boon Lay,Samulun,HDB 3-Room Flats,0,2010
Boon Lay,Samulun,HDB 4-Room Flats,0,2010
Boon Lay,Samulun,HDB 5-Room and Executive Flats,0,2010
Boon Lay,Samulun,HUDC Flats (excluding those privatised),0,2010
Boon Lay,Samulun,Landed Properties,0,2010
Boon Lay,Samulun,Condominiums and Other Apartments,0,2010
Boon Lay,Samulun,Others,0,2010
Boon Lay,Shipyard,HDB 1- and 2-Room Flats,0,2010
Boon Lay,Shipyard,HDB 3-Room Flats,0,2010
Boon Lay,Shipyard,HDB 4-Room Flats,0,2010
Boon Lay,Shipyard,HDB 5-Room and Executive Flats,0,2010
Boon Lay,Shipyard,HUDC Flats (excluding those privatised),0,2010
Boon Lay,Shipyard,Landed Properties,0,2010
Boon Lay,Shipyard,Condominiums and Other Apartments,0,2010
Boon Lay,Shipyard,Others,0,2010
Boon Lay,Tukang,HDB 1- and 2-Room Flats,0,2010
Boon Lay,Tukang,HDB 3-Room Flats,0,2010
Boon Lay,Tukang,HDB 4-Room Flats,0,2010
Boon Lay,Tukang,HDB 5-Room and Executive Flats,0,2010
Boon Lay,Tukang,HUDC Flats (excluding those privatised),0,2010
Boon Lay,Tukang,Landed Properties,0,2010
Boon Lay,Tukang,Condominiums and Other Apartments,0,2010
Boon Lay,Tukang,Others,0,2010
Bukit Batok,Brickworks,HDB 1- and 2-Room Flats,0,2010
Bukit Batok,Brickworks,HDB 3-Room Flats,0,2010
Bukit Batok,Brickworks,HDB 4-Room Flats,0,2010
Bukit Batok,Brickworks,HDB 5-Room and Executive Flats,0,2010
Bukit Batok,Brickworks,HUDC Flats (excluding those privatised),0,2010
Bukit Batok,Brickworks,Landed Properties,0,2010
Bukit Batok,Brickworks,Condominiums and Other Apartments,0,2010
Bukit Batok,Brickworks,Others,0,2010
Bukit Batok,Bukit Batok Central,HDB 1- and 2-Room Flats,40,2010
Bukit Batok,Bukit Batok Central,HDB 3-Room Flats,1630,2010
Bukit Batok,Bukit Batok Central,HDB 4-Room Flats,3240,2010
Bukit Batok,Bukit Batok Central,HDB 5-Room and Executive Flats,2050,2010
Bukit Batok,Bukit Batok Central,HUDC Flats (excluding those privatised),0,2010
Bukit Batok,Bukit Batok Central,Landed Properties,0,2010
Bukit Batok,Bukit Batok Central,Condominiums and Other Apartments,530,2010
Bukit Batok,Bukit Batok Central,Others,70,2010
Bukit Batok,Bukit Batok East,HDB 1- and 2-Room Flats,0,2010
Bukit Batok,Bukit Batok East,HDB 3-Room Flats,2390,2010
Bukit Batok,Bukit Batok East,HDB 4-Room Flats,1530,2010
Bukit Batok,Bukit Batok East,HDB 5-Room and Executive Flats,580,2010
Bukit Batok,Bukit Batok East,HUDC Flats (excluding those privatised),0,2010
Bukit Batok,Bukit Batok East,Landed Properties,0,2010
Bukit Batok,Bukit Batok East,Condominiums and Other Apartments,0,2010
Bukit Batok,Bukit Batok East,Others,80,2010
Bukit Batok,Bukit Batok South,HDB 1- and 2-Room Flats,0,2010
Bukit Batok,Bukit Batok South,HDB 3-Room Flats,0,2010
Bukit Batok,Bukit Batok South,HDB 4-Room Flats,1730,2010
Bukit Batok,Bukit Batok South,HDB 5-Room and Executive Flats,1470,2010
Bukit Batok,Bukit Batok South,HUDC Flats (excluding those privatised),0,2010
Bukit Batok,Bukit Batok South,Landed Properties,170,2010
Bukit Batok,Bukit Batok South,Condominiums and Other Apartments,530,2010
Bukit Batok,Bukit Batok South,Others,0,2010
Bukit Batok,Bukit Batok West,HDB 1- and 2-Room Flats,0,2010
Bukit Batok,Bukit Batok West,HDB 3-Room Flats,1990,2010
Bukit Batok,Bukit Batok West,HDB 4-Room Flats,1630,2010
Bukit Batok,Bukit Batok West,HDB 5-Room and Executive Flats,910,2010
Bukit Batok,Bukit Batok West,HUDC Flats (excluding those privatised),0,2010
Bukit Batok,Bukit Batok West,Landed Properties,0,2010
Bukit Batok,Bukit Batok West,Condominiums and Other Apartments,0,2010
Bukit Batok,Bukit Batok West,Others,60,2010
Bukit Batok,Gombak,HDB 1- and 2-Room Flats,0,2010
Bukit Batok,Gombak,HDB 3-Room Flats,0,2010
Bukit Batok,Gombak,HDB 4-Room Flats,1320,2010
Bukit Batok,Gombak,HDB 5-Room and Executive Flats,810,2010
Bukit Batok,Gombak,HUDC Flats (excluding those privatised),0,2010
Bukit Batok,Gombak,Landed Properties,410,2010
Bukit Batok,Gombak,Condominiums and Other Apartments,80,2010
Bukit Batok,Gombak,Others,20,2010
Bukit Batok,Guilin,HDB 1- and 2-Room Flats,0,2010
Bukit Batok,Guilin,HDB 3-Room Flats,1400,2010
Bukit Batok,Guilin,HDB 4-Room Flats,660,2010
Bukit Batok,Guilin,HDB 5-Room and Executive Flats,630,2010
Bukit Batok,Guilin,HUDC Flats (excluding those privatised),0,2010
Bukit Batok,Guilin,Landed Properties,0,2010
Bukit Batok,Guilin,Condominiums and Other Apartments,1870,2010
Bukit Batok,Guilin,Others,10,2010
Bukit Batok,Hillview,HDB 1- and 2-Room Flats,0,2010
Bukit Batok,Hillview,HDB 3-Room Flats,0,2010
Bukit Batok,Hillview,HDB 4-Room Flats,0,2010
Bukit Batok,Hillview,HDB 5-Room and Executive Flats,0,2010
Bukit Batok,Hillview,HUDC Flats (excluding those privatised),0,2010
Bukit Batok,Hillview,Landed Properties,620,2010
Bukit Batok,Hillview,Condominiums and Other Apartments,5970,2010
Bukit Batok,Hillview,Others,20,2010
Bukit Batok,Hong Kah,HDB 1- and 2-Room Flats,0,2010
Bukit Batok,Hong Kah,HDB 3-Room Flats,2880,2010
Bukit Batok,Hong Kah,HDB 4-Room Flats,3750,2010
Bukit Batok,Hong Kah,HDB 5-Room and Executive Flats,1130,2010
Bukit Batok,Hong Kah,HUDC Flats (excluding those privatised),0,2010
Bukit Batok,Hong Kah,Landed Properties,0,2010
Bukit Batok,Hong Kah,Condominiums and Other Apartments,460,2010
Bukit Batok,Hong Kah,Others,90,2010
Bukit Merah,Alexandra Hill,HDB 1- and 2-Room Flats,1820,2010
Bukit Merah,Alexandra Hill,HDB 3-Room Flats,1140,2010
Bukit Merah,Alexandra Hill,HDB 4-Room Flats,1280,2010
Bukit Merah,Alexandra Hill,HDB 5-Room and Executive Flats,980,2010
Bukit Merah,Alexandra Hill,HUDC Flats (excluding those privatised),0,2010
Bukit Merah,Alexandra Hill,Landed Properties,0,2010
Bukit Merah,Alexandra Hill,Condominiums and Other Apartments,0,2010
Bukit Merah,Alexandra Hill,Others,210,2010
Bukit Merah,Alexandra North,HDB 1- and 2-Room Flats,0,2010
Bukit Merah,Alexandra North,HDB 3-Room Flats,0,2010
Bukit Merah,Alexandra North,HDB 4-Room Flats,0,2010
Bukit Merah,Alexandra North,HDB 5-Room and Executive Flats,0,2010
Bukit Merah,Alexandra North,HUDC Flats (excluding those privatised),0,2010
Bukit Merah,Alexandra North,Landed Properties,0,2010
Bukit Merah,Alexandra North,Condominiums and Other Apartments,740,2010
Bukit Merah,Alexandra North,Others,0,2010
Bukit Merah,Bukit Ho Swee,HDB 1- and 2-Room Flats,2320,2010
Bukit Merah,Bukit Ho Swee,HDB 3-Room Flats,2990,2010
Bukit Merah,Bukit Ho Swee,HDB 4-Room Flats,560,2010
Bukit Merah,Bukit Ho Swee,HDB 5-Room and Executive Flats,490,2010
Bukit Merah,Bukit Ho Swee,HUDC Flats (excluding those privatised),0,2010
Bukit Merah,Bukit Ho Swee,Landed Properties,0,2010
Bukit Merah,Bukit Ho Swee,Condominiums and Other Apartments,380,2010
Bukit Merah,Bukit Ho Swee,Others,130,2010
Bukit Merah,Bukit Merah,HDB 1- and 2-Room Flats,0,2010
Bukit Merah,Bukit Merah,HDB 3-Room Flats,60,2010
Bukit Merah,Bukit Merah,HDB 4-Room Flats,0,2010
Bukit Merah,Bukit Merah,HDB 5-Room and Executive Flats,290,2010
Bukit Merah,Bukit Merah,HUDC Flats (excluding those privatised),0,2010
Bukit Merah,Bukit Merah,Landed Properties,0,2010
